0.000044,0.043478,0.000025,0.114286,0.000018,0.052632
0.000036,0.052980,0.000029,0.098361,0.000018,0.053333
0.000042,0.045455,0.000020,0.142857,0.000017,0.055556
0.000042,0.045455,0.000024,0.118812,0.000025,0.038095
0.000040,0.047619,0.000023,0.125000,0.000022,0.043011
0.000042,0.045455,0.000024,0.120000,0.000017,0.056338
0.000046,0.041451,0.000021,0.136364,0.000018,0.052632
0.000044,0.043478,0.000020,0.142857,0.000018,0.052632
0.000039,0.049080,0.000026,0.110092,0.000018,0.052632
0.000035,0.054422,0.000021,0.136364,0.000018,0.053333
0.000046,0.041451,0.000024,0.118812,0.000018,0.052632
0.000042,0.045455,0.000023,0.125000,0.000018,0.052632
0.000045,0.042328,0.000025,0.114286,0.000020,0.047619
0.000045,0.042328,0.000023,0.123711,0.000021,0.045455
0.000038,0.050314,0.000027,0.106195,0.000018,0.052632
0.000041,0.046512,0.000027,0.105263,0.000022,0.043478
0.000038,0.050000,0.000026,0.110092,0.000018,0.053333
0.000037,0.051613,0.000021,0.136364,0.000018,0.052632
0.000044,0.043478,0.000023,0.125000,0.000019,0.050633
0.000038,0.050000,0.000021,0.136364,0.000019,0.050000
0.000044,0.043243,0.000020,0.142857,0.000021,0.045455
0.000039,0.048780,0.000023,0.125000,0.000018,0.052632
0.000036,0.052980,0.000022,0.130435,0.000024,0.039604
0.000041,0.046512,0.000022,0.129032,0.000017,0.056338
0.000039,0.049080,0.000023,0.123711,0.000019,0.050000
0.000036,0.052980,0.000028,0.102564,0.000018,0.052632
0.000039,0.049080,0.000030,0.095238,0.000018,0.052632
0.000045,0.042553,0.000028,0.101695,0.000021,0.045455
0.000036,0.052980,0.000021,0.136364,0.000018,0.053333
0.000039,0.048780,0.000025,0.115385,0.000024,0.039604
0.000036,0.052980,0.000022,0.129032,0.000016,0.059701
0.000047,0.040609,0.000023,0.123711,0.000018,0.053333
0.000042,0.045198,0.000021,0.134831,0.000020,0.047619
0.000035,0.054795,0.000030,0.095238,0.000019,0.050000
0.000039,0.049080,0.000023,0.123711,0.000017,0.056338
0.000039,0.048780,0.000023,0.123711,0.000017,0.056338
0.000041,0.046512,0.000020,0.142857,0.000020,0.047619
0.000035,0.054422,0.000024,0.118812,0.000018,0.052632
0.000038,0.050314,0.000032,0.088889,0.000018,0.053333
0.000037,0.051282,0.000021,0.136364,0.000025,0.038095
0.000049,0.038835,0.000023,0.125000,0.000019,0.050633
0.000041,0.046512,0.000024,0.118812,0.000024,0.039604
0.000036,0.052980,0.000026,0.110092,0.000018,0.053333
0.000048,0.039604,0.000022,0.130435,0.000022,0.043011
0.000037,0.051613,0.000019,0.150000,0.000018,0.053333
0.000039,0.048780,0.000024,0.120000,0.000023,0.041237
0.000036,0.052980,0.000026,0.110092,0.000019,0.050000
0.000039,0.049080,0.000031,0.092308,0.000018,0.052632
0.000039,0.049080,0.000020,0.142857,0.000018,0.052632
0.000046,0.041451,0.000023,0.125000,0.000019,0.050000
0.000041,0.046512,0.000024,0.120000,0.000018,0.053333
0.000036,0.052980,0.000027,0.106195,0.000018,0.053333
0.000041,0.046512,0.000021,0.136364,0.000018,0.052632
0.000037,0.051282,0.000021,0.136364,0.000017,0.056338
0.000035,0.054422,0.000021,0.136364,0.000017,0.056338
0.000041,0.046512,0.000023,0.125000,0.000017,0.056338
0.000045,0.042328,0.000021,0.136364,0.000018,0.052632
0.000044,0.043478,0.000024,0.118812,0.000019,0.050000
0.000040,0.047619,0.000022,0.130435,0.000017,0.055556
0.000037,0.051282,0.000029,0.098361,0.000017,0.056338
0.000037,0.051613,0.000030,0.095238,0.000019,0.050000
0.000041,0.046512,0.000024,0.120000,0.000023,0.041237
0.000040,0.047619,0.000023,0.125000,0.000032,0.029630
0.000037,0.051613,0.000022,0.130435,0.000017,0.056338
0.000044,0.043478,0.000023,0.123711,0.000019,0.050000
0.000039,0.048780,0.000022,0.129032,0.000019,0.050633
0.000039,0.048780,0.000021,0.136364,0.000018,0.053333
0.000033,0.057971,0.000021,0.136364,0.000018,0.052632
0.000034,0.055944,0.000021,0.136364,0.000026,0.036697
0.000043,0.044444,0.000022,0.130435,0.000022,0.043011
0.000041,0.046784,0.000023,0.123711,0.000022,0.043478
0.000035,0.054422,0.000022,0.130435,0.000018,0.053333
0.000041,0.046512,0.000022,0.130435,0.000016,0.059701
0.000039,0.048780,0.000020,0.142857,0.000017,0.055556
0.000036,0.052980,0.000028,0.101695,0.000022,0.043478
0.000042,0.045455,0.000030,0.095238,0.000019,0.050633
0.000051,0.037383,0.000031,0.092308,0.000020,0.047619
0.000042,0.045455,0.000029,0.098361,0.000019,0.050633
0.000038,0.050000,0.000029,0.098361,0.000018,0.052632
0.000040,0.047904,0.000029,0.098361,0.000018,0.053333
0.000037,0.051282,0.000022,0.130435,0.000017,0.056338
0.000038,0.050314,0.000021,0.136364,0.000019,0.050000
0.000038,0.050000,0.000023,0.123711,0.000017,0.056338
0.000038,0.050000,0.000027,0.105263,0.000019,0.050000
0.000038,0.050000,0.000021,0.136364,0.000017,0.056338
0.000038,0.050314,0.000027,0.106195,0.000018,0.053333
0.000040,0.047619,0.000024,0.120000,0.000018,0.052632
0.000039,0.048780,0.000021,0.136364,0.000022,0.043478
0.000036,0.052980,0.000021,0.136364,0.000016,0.059701
0.000049,0.038835,0.000022,0.130435,0.000021,0.045455
0.000040,0.047619,0.000023,0.125000,0.000017,0.056338
0.000039,0.049080,0.000030,0.095238,0.000021,0.045455
0.000039,0.049080,0.000034,0.083916,0.000020,0.047619
0.000040,0.047904,0.000023,0.123711,0.000017,0.056338
0.000038,0.050000,0.000027,0.106195,0.000019,0.050000
0.000041,0.046512,0.000020,0.142857,0.000017,0.056338
0.000035,0.054422,0.000027,0.106195,0.000019,0.050000
0.000037,0.051613,0.000031,0.092308,0.000019,0.050633
0.000039,0.049080,0.000031,0.092308,0.000020,0.047619
0.000041,0.046512,0.000028,0.102564,0.000019,0.050633
0.000038,0.050000,0.000021,0.136364,0.000017,0.055556
0.000046,0.041451,0.000025,0.114286,0.000018,0.053333
0.000051,0.037383,0.000022,0.130435,0.000017,0.056338
0.000040,0.047619,0.000021,0.136364,0.000017,0.056338
0.000046,0.041451,0.000024,0.118812,0.000020,0.047619
0.000041,0.046512,0.000030,0.095238,0.000019,0.050000
0.000042,0.045455,0.000021,0.136364,0.000018,0.053333
0.000046,0.041451,0.000023,0.123711,0.000018,0.053333
0.000046,0.041451,0.000023,0.123711,0.000021,0.045455
0.000035,0.054422,0.000021,0.136364,0.000017,0.056338
0.000035,0.054422,0.000021,0.136364,0.000018,0.052632
0.000043,0.044444,0.000023,0.125000,0.000017,0.056338
0.000051,0.037383,0.000024,0.120000,0.000017,0.056338
0.000046,0.041451,0.000021,0.136364,0.000018,0.052632
0.000039,0.049080,0.000020,0.142857,0.000017,0.056338
0.000044,0.043243,0.000021,0.136364,0.000017,0.056338
0.000041,0.046512,0.000020,0.142857,0.000018,0.052632
0.000038,0.050000,0.000022,0.130435,0.000018,0.052632
0.000040,0.047619,0.000022,0.130435,0.000018,0.052632
0.000039,0.049080,0.000028,0.102564,0.000019,0.050000
0.000039,0.048780,0.000021,0.136364,0.000020,0.047619
0.000037,0.051613,0.000023,0.125000,0.000018,0.053333
0.000043,0.044199,0.000023,0.123711,0.000019,0.050000
0.000046,0.041451,0.000022,0.130435,0.000019,0.050000
0.000046,0.041451,0.000023,0.125000,0.000018,0.053333
0.000039,0.048780,0.000020,0.142857,0.000018,0.052632
0.000048,0.039604,0.000023,0.125000,0.000017,0.056338
0.000038,0.050314,0.000024,0.118812,0.000018,0.053333
0.000048,0.039604,0.000023,0.123711,0.000018,0.053333
0.000038,0.050000,0.000023,0.125000,0.000017,0.055556
0.000037,0.051613,0.000027,0.106195,0.000019,0.050000
0.000038,0.050000,0.000030,0.095238,0.000018,0.052632
0.000038,0.050314,0.000021,0.136364,0.000017,0.056338
0.000040,0.047904,0.000023,0.125000,0.000018,0.052632
0.000044,0.043478,0.000024,0.120000,0.000020,0.047619
0.000035,0.054422,0.000023,0.125000,0.000017,0.056338
0.000039,0.048780,0.000027,0.106195,0.000019,0.050000
0.000043,0.044444,0.000022,0.130435,0.000020,0.048193
0.000036,0.052980,0.000030,0.095238,0.000019,0.050633
0.000039,0.048780,0.000032,0.089552,0.000021,0.045455
0.000040,0.047619,0.000023,0.125000,0.000017,0.056338
0.000037,0.051613,0.000029,0.098361,0.000023,0.041667
0.000035,0.054422,0.000021,0.136364,0.000018,0.053333
0.000035,0.054422,0.000020,0.142857,0.000018,0.053333
0.000034,0.055944,0.000027,0.106195,0.000019,0.050633
0.000037,0.051282,0.000028,0.102564,0.000019,0.050000
0.000040,0.047619,0.000030,0.095238,0.000020,0.047619
0.000036,0.052980,0.000026,0.110092,0.000018,0.052632
0.000043,0.044444,0.000028,0.102564,0.000019,0.050000
0.000041,0.046512,0.000028,0.101695,0.000020,0.047619
0.000043,0.044444,0.000030,0.095238,0.000018,0.053333
0.000034,0.055944,0.000023,0.125000,0.000018,0.052632
0.000036,0.052980,0.000027,0.106195,0.000019,0.050000
0.000040,0.047619,0.000027,0.106195,0.000019,0.050000
0.000038,0.050314,0.000032,0.089552,0.000018,0.053333
0.000037,0.051613,0.000023,0.125000,0.000017,0.055556
0.000045,0.042553,0.000024,0.118812,0.000018,0.052632
0.000039,0.049080,0.000028,0.102564,0.000020,0.047619
0.000039,0.048780,0.000025,0.115385,0.000017,0.056338
0.000035,0.054422,0.000022,0.130435,0.000018,0.052632
0.000036,0.052980,0.000022,0.130435,0.000018,0.052632
0.000041,0.046512,0.000021,0.136364,0.000018,0.052632
0.000040,0.047619,0.000025,0.114286,0.000018,0.052632
0.000037,0.051613,0.000021,0.136364,0.000017,0.056338
0.000039,0.048780,0.000021,0.136364,0.000018,0.053333
0.000040,0.047619,0.000027,0.106195,0.000019,0.050633
0.000040,0.047619,0.000021,0.136364,0.000027,0.035088
0.000036,0.052980,0.000023,0.125000,0.000018,0.053333
0.000039,0.048780,0.000028,0.101695,0.000019,0.050633
0.000042,0.045455,0.000029,0.099174,0.000019,0.050000
0.000039,0.048780,0.000021,0.134831,0.000016,0.059701
0.000039,0.049080,0.000024,0.118812,0.000022,0.043478
0.000036,0.052980,0.000027,0.106195,0.000024,0.039604
0.000040,0.047619,0.000021,0.136364,0.000025,0.038095
0.000045,0.042553,0.000023,0.123711,0.000023,0.041667
0.000040,0.047619,0.000020,0.142857,0.000017,0.055556
0.000038,0.050314,0.000022,0.130435,0.000023,0.041237
0.000044,0.043478,0.000022,0.130435,0.000019,0.050000
0.000044,0.043478,0.000023,0.123711,0.000017,0.056338
0.000038,0.050000,0.000029,0.099174,0.000017,0.056338
0.000039,0.049080,0.000030,0.095238,0.000018,0.052632
0.000040,0.047904,0.000024,0.118812,0.000018,0.053333
0.000037,0.051613,0.000027,0.106195,0.000019,0.050000
0.000041,0.046512,0.000031,0.092308,0.000022,0.043478
0.000034,0.055944,0.000033,0.086957,0.000018,0.052632
0.000041,0.046512,0.000021,0.136364,0.000018,0.053333
0.000040,0.047619,0.000026,0.110092,0.000017,0.056338
0.000040,0.047619,0.000025,0.114286,0.000020,0.047619
0.000038,0.050314,0.000020,0.142857,0.000018,0.053333
0.000043,0.044199,0.000023,0.123711,0.000019,0.050000
0.000040,0.047619,0.000021,0.134831,0.000019,0.050633
0.000038,0.050000,0.000024,0.118812,0.000025,0.038095
0.000041,0.046512,0.000022,0.130435,0.000021,0.044944
0.000047,0.040609,0.000023,0.125000,0.000018,0.052632
0.000044,0.043478,0.000024,0.118812,0.000020,0.047619
0.000044,0.043478,0.000032,0.089552,0.000019,0.050633
0.000044,0.043243,0.000021,0.136364,0.000024,0.039604
0.000035,0.054422,0.000024,0.118812,0.000024,0.039604
0.000042,0.045455,0.000024,0.118812,0.000018,0.052632
0.000046,0.041667,0.000022,0.130435,0.000018,0.052632
0.000040,0.047904,0.000022,0.130435,0.000025,0.038095
0.000039,0.048780,0.000021,0.136364,0.000018,0.052632
0.000044,0.043478,0.000024,0.118812,0.000019,0.050633
0.000050,0.038095,0.000023,0.123711,0.000019,0.050000
0.000038,0.050000,0.000028,0.101695,0.000019,0.050633
0.000036,0.052980,0.000023,0.125000,0.000022,0.043011
0.000036,0.052980,0.000020,0.142857,0.000019,0.050000
0.000040,0.047904,0.000022,0.129032,0.000017,0.056338
0.000046,0.041451,0.000024,0.118812,0.000022,0.043478
0.000036,0.052980,0.000027,0.106195,0.000019,0.050633
0.000035,0.054422,0.000028,0.102564,0.000019,0.050000
0.000039,0.049080,0.000023,0.123711,0.000017,0.056338
0.000046,0.041451,0.000023,0.123711,0.000020,0.047619
0.000035,0.054795,0.000026,0.110092,0.000017,0.055556
0.000039,0.049080,0.000028,0.102564,0.000018,0.052632
0.000039,0.049080,0.000023,0.123711,0.000017,0.056338
0.000047,0.040609,0.000024,0.118812,0.000019,0.050000
0.000034,0.055944,0.000021,0.136364,0.000017,0.056338
0.000035,0.054422,0.000021,0.136364,0.000018,0.052632
0.000040,0.047619,0.000022,0.130435,0.000018,0.053333
0.000046,0.041451,0.000024,0.118812,0.000021,0.045455
0.000047,0.040609,0.000025,0.114286,0.000018,0.052632
0.000036,0.052980,0.000021,0.136364,0.000018,0.052632
0.000039,0.048780,0.000026,0.110092,0.000019,0.050000
0.000040,0.047904,0.000023,0.123711,0.000021,0.045455
0.000033,0.057971,0.000025,0.114286,0.000023,0.041237
0.000035,0.054422,0.000023,0.123711,0.000018,0.053333
0.000037,0.051282,0.000030,0.095238,0.000020,0.047619
0.000038,0.050314,0.000021,0.136364,0.000017,0.055556
0.000048,0.039801,0.000024,0.118812,0.000020,0.047619
0.000036,0.052980,0.000029,0.099174,0.000019,0.050000
0.000036,0.052980,0.000020,0.142857,0.000017,0.055556
0.000037,0.051282,0.000024,0.118812,0.000017,0.055556
0.000038,0.050000,0.000023,0.125000,0.000025,0.038462
0.000036,0.052980,0.000025,0.115385,0.000018,0.053333
0.000035,0.054422,0.000021,0.136364,0.000018,0.053333
0.000041,0.046512,0.000021,0.136364,0.000018,0.052632
0.000046,0.041451,0.000024,0.120000,0.000019,0.050633
0.000037,0.051282,0.000026,0.110092,0.000019,0.050633
0.000040,0.047619,0.000026,0.110092,0.000018,0.053333
0.000034,0.055944,0.000024,0.120000,0.000017,0.055556
0.000040,0.047904,0.000025,0.114286,0.000023,0.041237
0.000040,0.047619,0.000021,0.136364,0.000027,0.035088
0.000035,0.054422,0.000020,0.142857,0.000018,0.053333
0.000036,0.052980,0.000023,0.125000,0.000017,0.056338
0.000039,0.049080,0.000027,0.106195,0.000020,0.047619
0.000039,0.048780,0.000022,0.130435,0.000018,0.053333
0.000037,0.051613,0.000019,0.150000,0.000027,0.035398
0.000037,0.051613,0.000024,0.120000,0.000017,0.055556
0.000044,0.043243,0.000022,0.129032,0.000020,0.047619
0.000044,0.043478,0.000022,0.130435,0.000018,0.052632
0.000041,0.046512,0.000021,0.136364,0.000028,0.033898
0.000038,0.050314,0.000024,0.120000,0.000025,0.038095
0.000041,0.046512,0.000022,0.130435,0.000024,0.039604
0.000042,0.045455,0.000024,0.118812,0.000018,0.053333
0.000039,0.048780,0.000021,0.136364,0.000018,0.053333
0.000038,0.050000,0.000024,0.118812,0.000016,0.059701
0.000037,0.051613,0.000027,0.105263,0.000018,0.053333
0.000036,0.052980,0.000023,0.123711,0.000018,0.053333
0.000044,0.043243,0.000021,0.136364,0.000018,0.053333
0.000041,0.046512,0.000021,0.136364,0.000027,0.035398
0.000039,0.049080,0.000024,0.120000,0.000018,0.053333
0.000042,0.045455,0.000025,0.114286,0.000019,0.050000
0.000040,0.047904,0.000021,0.136364,0.000017,0.055556
0.000048,0.039801,0.000024,0.118812,0.000021,0.045455
0.000044,0.043478,0.000024,0.118812,0.000018,0.053333
0.000038,0.050000,0.000021,0.136364,0.000018,0.053333
0.000038,0.050000,0.000021,0.136364,0.000017,0.056338
0.000037,0.051613,0.000020,0.142857,0.000018,0.053333
0.000040,0.047619,0.000021,0.136364,0.000018,0.053333
0.000037,0.051613,0.000023,0.123711,0.000018,0.052632
0.000040,0.047619,0.000021,0.136364,0.000025,0.038095
0.000038,0.050000,0.000023,0.123711,0.000025,0.038095
0.000041,0.046512,0.000021,0.136364,0.000018,0.053333
0.000033,0.057554,0.000028,0.102564,0.000018,0.053333
0.000039,0.048780,0.000021,0.136364,0.000018,0.053333
0.000042,0.045198,0.000023,0.123711,0.000021,0.045455
0.000035,0.054422,0.000021,0.136364,0.000017,0.056338
0.000039,0.049080,0.000023,0.123711,0.000018,0.053333
0.000041,0.046512,0.000023,0.125000,0.000018,0.052632
0.000042,0.045455,0.000021,0.136364,0.000017,0.055556
0.000041,0.046784,0.000028,0.102564,0.000019,0.050000
0.000038,0.050000,0.000023,0.123711,0.000018,0.052632
0.000037,0.051282,0.000028,0.101695,0.000019,0.050000
0.000039,0.049080,0.000031,0.092308,0.000019,0.050000
0.000039,0.048780,0.000025,0.114286,0.000019,0.050633
0.000039,0.048780,0.000020,0.142857,0.000018,0.053333
0.000043,0.044444,0.000022,0.130435,0.000018,0.053333
0.000048,0.039801,0.000025,0.114286,0.000018,0.052632
0.000038,0.050314,0.000023,0.123711,0.000019,0.050000
0.000038,0.050314,0.000020,0.142857,0.000017,0.056338
0.000043,0.044199,0.000022,0.129032,0.000018,0.053333
0.000042,0.045455,0.000027,0.106195,0.000018,0.052632
0.000043,0.044444,0.000021,0.136364,0.000017,0.056338
0.000035,0.054422,0.000033,0.086331,0.000018,0.053333
0.000035,0.054422,0.000021,0.136364,0.000017,0.056338
0.000038,0.050314,0.000027,0.105263,0.000018,0.053333
0.000042,0.045455,0.000027,0.106195,0.000018,0.053333
0.000039,0.048780,0.000025,0.114286,0.000022,0.043011
0.000036,0.052980,0.000022,0.129032,0.000017,0.056338
0.000039,0.048780,0.000023,0.125000,0.000017,0.055556
0.000042,0.045455,0.000021,0.136364,0.000020,0.047619
0.000044,0.043243,0.000028,0.102564,0.000019,0.050000
0.000035,0.054422,0.000027,0.106195,0.000021,0.045455
0.000038,0.050314,0.000031,0.092308,0.000019,0.050000
0.000039,0.049080,0.000021,0.136364,0.000018,0.053333
0.000039,0.049080,0.000026,0.110092,0.000021,0.045455
0.000035,0.054795,0.000032,0.089552,0.000023,0.041667
0.000084,0.022727,0.000027,0.106195,0.000018,0.053333
0.000039,0.048780,0.000024,0.120000,0.000020,0.047619
0.000037,0.051282,0.000020,0.142857,0.000019,0.050000
0.000039,0.048780,0.000024,0.118812,0.000018,0.052632
0.000045,0.042553,0.000022,0.129032,0.000019,0.050000
0.000038,0.050000,0.000021,0.136364,0.000018,0.053333
0.000038,0.050000,0.000027,0.106195,0.000019,0.050633
0.000037,0.051282,0.000027,0.106195,0.000019,0.050000
0.000038,0.050314,0.000024,0.118812,0.000018,0.052632
0.000037,0.051613,0.000025,0.114286,0.000019,0.050633
0.000037,0.051282,0.000026,0.110092,0.000022,0.043478
0.000036,0.052980,0.000021,0.136364,0.000017,0.055556
0.000035,0.054795,0.000027,0.105263,0.000022,0.043478
0.000041,0.046512,0.000023,0.125000,0.000018,0.053333
0.000039,0.048780,0.000022,0.129032,0.000026,0.036697
0.000039,0.049080,0.000026,0.110092,0.000018,0.053333
0.000041,0.046512,0.000022,0.130435,0.000024,0.039604
0.000040,0.047619,0.000021,0.136364,0.000023,0.041237
0.000039,0.049080,0.000021,0.136364,0.000017,0.055556
0.000038,0.050314,0.000022,0.130435,0.000017,0.055556
0.000036,0.052980,0.000023,0.125000,0.000018,0.053333
0.000043,0.044444,0.000026,0.110092,0.000019,0.050000
0.000041,0.046512,0.000033,0.086331,0.000020,0.047619
0.000040,0.047619,0.000020,0.142857,0.000026,0.036697
0.000040,0.047619,0.000023,0.123711,0.000026,0.036697
0.000041,0.046512,0.000024,0.120000,0.000025,0.038095
0.000038,0.050314,0.000021,0.136364,0.000019,0.050000
0.000038,0.050314,0.000022,0.130435,0.000023,0.041667
0.000042,0.045455,0.000026,0.110092,0.000023,0.041237
0.000036,0.052980,0.000022,0.129032,0.000018,0.053333
0.000044,0.043243,0.000021,0.136364,0.000017,0.056338
0.000044,0.043243,0.000022,0.130435,0.000021,0.045455
0.000036,0.052980,0.000025,0.115385,0.000018,0.053333
0.000042,0.045455,0.000024,0.118812,0.000018,0.053333
0.000044,0.043243,0.000021,0.136364,0.000017,0.056338
0.000046,0.041451,0.000024,0.118812,0.000019,0.050000
0.000040,0.047904,0.000021,0.136364,0.000018,0.053333
0.000035,0.054422,0.000021,0.134831,0.000018,0.053333
0.000045,0.042328,0.000021,0.136364,0.000018,0.053333
0.000038,0.050000,0.000021,0.134831,0.000017,0.056338
0.000045,0.042328,0.000023,0.123711,0.000018,0.052632
0.000047,0.040609,0.000024,0.120000,0.000018,0.053333
0.000039,0.048780,0.000022,0.130435,0.000016,0.059701
0.000047,0.040609,0.000024,0.118812,0.000017,0.056338
0.000041,0.046512,0.000021,0.136364,0.000020,0.047619
0.000035,0.054422,0.000023,0.123711,0.000018,0.053333
0.000041,0.046512,0.000022,0.130435,0.000018,0.052632
0.000036,0.052980,0.000027,0.106195,0.000019,0.050000
0.000043,0.044444,0.000024,0.118812,0.000017,0.056338
0.000037,0.051613,0.000022,0.129032,0.000017,0.056338
0.000035,0.054422,0.000021,0.136364,0.000024,0.040000
0.000037,0.051282,0.000024,0.118812,0.000017,0.056338
0.000049,0.038835,0.000022,0.130435,0.000020,0.047619
0.000035,0.054422,0.000024,0.118812,0.000018,0.052632
0.000038,0.050000,0.000023,0.125000,0.000019,0.050000
0.000045,0.042553,0.000022,0.130435,0.000017,0.056338
0.000048,0.039801,0.000022,0.130435,0.000021,0.045455
0.000036,0.052980,0.000026,0.110092,0.000017,0.056338
0.000039,0.049080,0.000021,0.136364,0.000018,0.052632
0.000046,0.041451,0.000021,0.134831,0.000018,0.053333
